mean_ss_tvd,mean_ss_easting,mean_ss_northing,on_prod_date,frac_start_date,calc_completed_length_m,mean_proppant_per_stage_t,calc_total_proppant_t,total_gas_injected_m3,mean_fluid_per_stage_m3,calc_total_fluid_m3,avg_stage_length,avg_stage_spacing,mean_rate_m3_min,mean_stage_duration_min,mean_breakdown_mpa,mean_isip_mpa,fluid_intensity_comp_length_m3_m,proppant_intensity_comp_length_t_m,frac_duration_days,breakdown_isip_ratio,min_midpoint_dist,horiz_wells_in_10km,first_order_residual,isotherm,paleozoic_structure,raw_montney_top,third_order_residual,n_quakes
0.1190496818766168,-0.703616465289787,-0.9188780369068412,0.42827637768445553,0.5030608360404705,0.10538350549249628,-0.5669841485011212,-0.1997040521964048,0.0,-0.8212034440307268,-0.7001569140643226,0.471766027491458,-0.4880829375585824,0.17302316472453438,-0.7653474827902038,0.49209642394723785,0.6194095830685789,-0.3181573561244683,-0.14857375862519356,-0.20501549619026033,-0.0957087948560028,-0.31502478092207825,-0.2135536807492284,0.47732851219603395,1.019218204555946,-1.1345445038688076,1.238604222473861,-0.19188960371972374,0.17026783699823098
0.08623861979904462,-0.3209900251642025,-0.6982670677255769,-1.0643034604350203,-1.2887846585093223,0.22472684436733728,0.7595171179076072,-0.9536497608437507,0.0,1.6143409041999857,-0.1925337429701162,0.607667553271332,2.3466223665391768,-0.3064064707230139,1.660495046523265,0.6966723099805097,1.362452962045389,-0.18863054610450708,-0.36046918497557884,0.16621460944325459,-0.21939670189082547,-0.27547921340177794,-1.3121622618242785,-0.10853397363489396,0.039119337053447625,-0.6536425252551415,0.4909737974937196,-0.621421045756422,-0.09806745202736174
0.11555411210552696,-0.3013977010431849,-0.8598833629702941,-0.9275331963842306,-1.1016843257450855,-0.564158196528806,-0.8240229012079913,-1.6415079796230616,0.0,1.6252580684760591,0.13568147706523848,1.0436318466694692,0.965055943067453,0.23819702596020914,1.2635310403071482,1.4670924276095911,0.8163388711424676,0.06311594780052403,-0.49341294726844553,-0.08127212764575537,-0.0026355604540437413,2.4540674342417423,-1.037510116555516,-0.0222301199797452,0.8935784684396604,-0.8009346740656881,0.5670813554890302,-0.6782872885791145,-0.2322350965401581
0.15186263133448255,-0.3413733113174471,-1.101777642941045,-1.2010737244858103,-1.4435022413720568,-1.7790641782050414,0.2893830812851026,-1.1881304836288105,0.0,-0.4255897242785465,-1.6469273586828315,0.5060020896124748,0.25438100525237095,0.18239748720535243,-0.6161526708498163,1.0376321200359635,0.33912398279085343,-0.3825571295040873,-0.17135356349996805,-0.08127212764575537,0.07036315411172761,0.7144681520235495,-1.586814407093041,1.201777603706165,1.6771072971495016,-1.3423665539348528,1.122881547185465,0.28843078262637617,-0.36640274105295445
0.026348186661173684,-0.565433950723592,-0.7655968714253936,-1.0643034604350203,-1.2977798668152953,-0.2028849309797682,0.614056843843013,-0.8346057015836436,0.0,1.4086167448918556,-0.03808275538201838,1.0938370141015077,1.312394247429682,-0.45818121547198465,1.6529470319681339,-0.4196760661697365,1.0156993858459753,-0.07058795930072741,-0.2861506605257947,-0.14314381191800785,-0.3053461340129045,-0.44212426951014794,-0.9001840439211347,0.4334373583182213,1.8103910477048806,-0.9440098081138774,2.0641946691770245,-0.1179831616026002,-0.36640274105295445
0.07696367649257402,-0.6972524270168918,-0.24784105485694588,-1.0182178279831238,-1.2132249087391498,-0.7774325840769126,-0.15693083073804504,-0.4060470882472574,0.0,-0.048059147072824764,-0.17862600782011404,-1.0002977501535832,-0.1021787543996776,1.2774076340122014,-0.40735492909795623,0.8313793824778287,0.09061797656819172,0.004679219170586151,-0.07223777721751103,-0.14314381191800785,0.1218145440102798,-0.2668939423679353,-1.1748361891898973,-1.2856453026527868,1.0374279124584542,-0.10607377508357017,0.8817403845014589,-1.275404722894132,-0.36640274105295445
0.08957687797534888,-0.4031736386951079,-1.3294178238842764,-0.8398218313951413,-0.9919427844122207,-0.2036766824539488,-0.14462537385172358,0.038340777574987904,0.0,-0.5448218402269402,-0.46159986015407917,-0.9985598789799276,-0.1971430605238038,0.4465153055139412,-0.6008138516899127,-1.2612071094511996,0.7288147431096281,-0.20232469121792354,-0.03665713249984243,-0.1740796540541341,-0.3780384622608455,-0.08763012188964457,-1.3121622618242785,1.9463666308359318,2.4433972572961644,-1.7532820034968828,1.6005918586926817,0.8088872273881249,-0.36640274105295445
0.0887705065338279,-0.42074793457134985,-1.345846027811052,-0.8398218313951413,-0.9847466177674423,0.3196710419795087,-0.16888911195184952,0.29667360096089096,0.0,-0.5512516304278554,-0.21899325490239907,-0.9985598789799276,-0.1840297810083358,0.35515285863757046,-0.5809787447724359,-0.9835329179321006,0.36686600567184086,-0.209896079759555,-0.048952195825812526,-0.05033628550962912,-0.27016678436790237,-0.08763012188964457,-1.3121622618242785,2.0524762487137544,2.4992491487697994,-1.8012384996676094,1.649574180758637,0.8990102898113529,-0.36640274105295445
0.17927576748500207,-0.45859495415887513,-0.015531287435761916,-1.1549880920339137,-1.394928116519803,-0.24075704316141253,0.6634072551593019,-0.6122458284687039,0.0,1.171437556412724,0.05166702955172236,0.9139673476281452,0.9748720248482942,-0.09213624259003113,1.0702931390007853,1.0873787152735623,0.7382965240112033,-0.03513813585461387,-0.21784464445298302,0.13527876730712834,-0.037230002253374604,-0.44574841497989676,-1.586814407093041,-0.5824045669560913,-0.5306284406851248,-0.02201868062352299,-0.5628527450335168,-0.4634383874398324,-0.36640274105295445
0.17233497177065601,-0.5644537544239058,-0.7655641830570264,-1.0643034604350203,-1.290583700170517,-0.6057456763998477,-0.1214417384096399,-0.37285904748383353,0.0,-0.4017170291509666,-0.651397384111549,-0.9976330143597709,-0.004395470600926036,-0.34033258999884386,-0.2902008590249132,-1.0705428800162415,0.40242268268518216,-0.19634167147350004,-0.0918813214679636,-0.1740796540541341,-0.29160151401341283,-0.44212426951014794,-0.9001840439211347,0.4302556919753671,1.8097471320871916,-0.9424887372495553,2.068713063907233,-0.1201104747090579,-0.36640274105295445
